CountyName,DEM_12_raw,OTHER_12_raw,REP_12_raw,NET_DEM_12_raw,WINNER_12_raw,DEM_12_pct,OTHER_12_pct,REP_12_pct,NET_DEM_12_pct,WINNER_12_pct,DEM_16_raw,OTHER_16_raw,REP_16_raw,NET_DEM_16_raw,WINNER_16_raw,DEM_16_pct,OTHER_16_pct,REP_16_pct,NET_DEM_16_pct,WINNER_16_pct,DEM_18_raw,OTHER_18_raw,REP_18_raw,NET_DEM_18_raw,WINNER_18_raw,DEM_18_pct,OTHER_18_pct,REP_18_pct,NET_DEM_18_pct,WINNER_18_pct,COUNTY_CAT,TREND_16_18,TREND_12_18,TREND_12_16,COUNTY_TREND_CAT,Region,FIPS,Reg_16_Total,Reg_16_Rep,Reg_16_Dem,Reg_16_NPA_Other,Reg_18_Total,Reg_18_Rep,Reg_18_Dem,Reg_18_NPA_Other,Reg_20_Total,Reg_20_Rep,Reg_20_Dem,Reg_20_NPA_Other,Total_Vote_16,Total_Vote_18,Turnout_16,Turnout_18,Expected_2020_Vote,DEM_20_raw,OTHER_20_raw,REP_20_raw,NET_DEM_20_raw,WINNER_20_raw,DEM_20_pct,OTHER_20_pct,REP_20_pct,NET_DEM_20_pct,WINNER_20_pct,Total_Vote_20,Turnout_20,Expected_20_Vote_Remaining,Proj_Dem_Vote_Remaining,Proj_Rep_Vote_Remaining,Proj_Other_Vote_Remaining,Proj_Dem_Vote_Total,Proj_Rep_Vote_Total,Proj_Other_Vote_Total,Proj_Dem_Margin,Proj_Winner,County
Lake,61799,1369,87643,-25844,2,0.41,0.01,0.58,-0.16999999999999998,2,62838,5436,102188,-39350,2,0.37,0.03,0.6,-0.22999999999999998,2,61402,15,93537,-32135,2,0.4,0.0,0.6,-0.19999999999999996,2,SOLID RED,0.03,-0.03,-0.06,R2R,East Central,12069,222432,97452,69741,55239,236078,103669,72154,60255,251794,110191,76019,65584,170462,154954,0.766,0.656,192874.0,37224.44,1871.18,43552.98,-6328.540000000001,2,0.4504,0.0226,0.527,-0.0766,2,82648.6,0.328,110225.4,49645.52016,58088.7858,2491.0940399999995,86869.96016,101641.7658,4362.274039999999,-14772.0,Trump,Lake
Lee,110157,1846,154163,-44006,2,0.41,0.01,0.58,-0.16999999999999998,2,124908,9961,191551,-66643,2,0.38,0.03,0.59,-0.20999999999999996,2,114857,41,174316,-59459,2,0.4,0.0,0.6,-0.19999999999999996,2,SOLID RED,0.01,-0.03,-0.04,R2R,Southwest,12071,423938,185737,116736,121465,446273,191337,121195,133741,464769,198185,127815,138769,326420,289214,0.77,0.648,357872.0,71046.0,4721.67,79128.65,-8082.649999999994,2,0.4587,0.0305,0.5108,-0.052100000000000035,2,154896.32,0.333,202975.68,93104.944416,103679.977344,6190.758239999999,164150.94441599998,182808.62734399998,10912.42824,-18658.0,Trump,Lee
Leon,90881,1667,55805,35076,1,0.61,0.01,0.38,0.22999999999999998,1,92068,6243,53821,38247,1,0.61,0.04,0.35,0.26,1,91097,34,48767,42330,1,0.65,0.0,0.35,0.30000000000000004,1,SOLID BLUE,0.04,0.07,0.03,B2B,North Central,12073,206335,57143,109506,39686,213195,58012,111777,43406,212540,56458,114496,41586,152132,139898,0.737,0.656,156642.0,48085.02,2479.0099999999993,25673.91,22411.109999999997,1,0.6307,0.0325,0.3368,0.29390000000000005,1,76237.93999999999,0.359,80404.06000000001,50710.84064200001,27080.087408000003,2613.1319500000004,98795.86064200001,52753.997408,5092.141949999999,46042.0,Biden,Leon
Levy,6119,226,12054,-5935,2,0.33,0.01,0.66,-0.33,2,5101,519,13775,-8674,2,0.26,0.03,0.71,-0.44999999999999996,2,5319,3,11658,-6339,2,0.31,0.0,0.69,-0.37999999999999995,2,SOLID RED,0.07,-0.05,-0.12,R2R,North Central,12075,26833,12244,9460,5129,27859,13176,9167,5516,28835,14429,8720,5686,19395,16980,0.723,0.609,20848.0,2835.52,183.45,6127.94,-3292.4199999999996,2,0.31,0.0201,0.6699,-0.35990000000000005,2,9146.91,0.317,11701.09,3627.3379,7838.5601910000005,235.191909,6462.8579,13966.500191,418.641909,-7504.0,Trump,Levy
Liberty,942,41,2301,-1359,2,0.29,0.01,0.7,-0.41,2,651,102,2543,-1892,2,0.2,0.03,0.77,-0.5700000000000001,2,632,0,2076,-1444,2,0.23,0.0,0.77,-0.54,2,SOLID RED,0.03,-0.13,-0.16,R2R,Northwest,12077,4497,733,3398,366,4374,943,3033,398,4504,1419,2632,453,3296,2708,0.733,0.619,3301.0,333.61,36.62,1217.63,-884.0200000000001,2,0.2101,0.0231,0.7668,-0.5567,2,1587.8600000000001,0.353,1713.1399999999999,359.93071399999997,1313.635752,39.573533999999995,693.540714,2531.2657520000002,76.193534,-1838.0,Trump,Liberty
Madison,4176,65,4474,-298,2,0.48,0.01,0.51,-0.030000000000000027,2,3526,128,4851,-1325,2,0.41,0.02,0.57,-0.15999999999999998,2,3425,0,4184,-759,2,0.45,0.0,0.55,-0.10000000000000003,2,SOLID RED,0.06,-0.07,-0.13,R2R,North Central,12079,11567,3201,7163,1203,11840,3609,6877,1354,11716,4143,6270,1303,8505,7609,0.735,0.643,8611.0,1852.68,39.8,1963.37,-110.68999999999983,2,0.4805,0.0103,0.5092,-0.028700000000000003,2,3855.8500000000004,0.329,4755.15,2284.8495749999997,2421.3223799999996,48.978044999999995,4137.529575,4384.6923799999995,88.77804499999999,-247.0,Trump,Madison
Manatee,66503,1361,85627,-19124,2,0.43,0.01,0.56,-0.13000000000000006,2,71224,5790,101944,-30720,2,0.4,0.03,0.57,-0.16999999999999993,2,68877,28,94390,-25513,2,0.42,0.0,0.58,-0.15999999999999998,2,SOLID RED,0.01,-0.03,-0.04,R2R,West Central,12081,231076,100474,71432,59170,245088,105864,74842,64382,260852,112246,80651,67955,178958,163295,0.774,0.666,201899.0,37836.57,1885.97,43536.02,-5699.449999999997,2,0.4544,0.0227,0.5229,-0.0685,2,83258.56,0.319,118640.44,53910.21593600001,62037.08607600001,2693.1379880000004,91746.785936,105573.106076,4579.107988000001,-13826.0,Trump,Manatee
Marion,66831,1511,93043,-26212,2,0.41,0.01,0.58,-0.16999999999999998,2,62041,4826,107833,-45792,2,0.36,0.03,0.62,-0.26,2,59025,44,95592,-36567,2,0.38,0.0,0.62,-0.24,2,SOLID RED,0.02,-0.07,-0.09,R2R,North Central,12083,230841,101820,78463,50558,243088,108007,79683,55398,253824,114659,81877,57288,174700,154661,0.757,0.636,192145.0,32388.11,1747.1200000000001,45047.89,-12659.779999999999,2,0.409,0.0221,0.5689,-0.1599,2,79183.12,0.312,112961.88,46201.40892,64264.013532,2496.4575480000003,78589.51892,109311.903532,4243.577548,-30722.0,Trump,Marion
Martin,30107,583,48183,-18076,2,0.38,0.01,0.61,-0.22999999999999998,2,30185,2403,53204,-23019,2,0.35,0.03,0.62,-0.27,2,30691,12,46733,-16042,2,0.4,0.0,0.6,-0.19999999999999996,2,SOLID RED,0.07,0.03,-0.04,R2R,Southeast,12085,110935,55497,27955,27483,114132,56757,28859,28516,113963,56190,29496,28277,85792,77436,0.773,0.678,88093.0,15627.0,957.25,23527.49,-7900.490000000002,2,0.3896,0.0239,0.5865,-0.19690000000000002,2,40111.740000000005,0.352,47981.259999999995,18693.498895999997,28141.00899,1146.752114,34320.498896,51668.49899,2104.002114,-17348.0,Trump,Martin
Miami-Dade,541440,3893,332981,208459,1,0.62,0.0,0.38,0.24,1,624146,22059,333999,290147,1,0.64,0.02,0.34,0.3,1,485496,31,316020,169476,1,0.61,0.0,0.39,0.21999999999999997,1,SOLID BLUE,-0.08,-0.02,0.06,B2B,South,12086,1379230,372404,585807,421019,1428856,376374,599796,452686,1488430,394050,618985,475395,980204,801547,0.711,0.561,1058274.0,373914.47,9137.32,151762.16,222152.30999999997,1,0.6991,0.0171,0.2838,0.41530000000000006,1,534813.95,0.359,523460.05000000005,365950.92095500004,148557.96219000002,8951.166855000001,739865.390955,300320.12219,18088.486855000003,439545.0,Biden,Miami-Dade
Monroe,19404,419,19234,170,1,0.5,0.01,0.49,0.010000000000000009,1,18971,1603,21904,-2933,2,0.45,0.04,0.52,-0.07,2,18051,4,18035,16,1,0.5,0.0,0.5,0.0,2,SWING,0.07,-0.01,-0.08,R2R,South,12087,54749,20966,17923,15860,53869,21088,17558,15223,53675,21723,18054,13898,42478,36090,0.776,0.67,41652.0,9531.24,626.45,9009.3,521.9400000000005,1,0.4973,0.0327,0.47,0.027300000000000046,1,19166.99,0.357,22485.01,11181.795473,10567.954699999998,735.259827,20713.035473,19577.254699999998,1361.7098270000001,1136.0,Biden,Monroe
Nassau,10251,348,29929,-19678,2,0.25,0.01,0.74,-0.49,2,10869,1472,34266,-23397,2,0.23,0.03,0.74,-0.51,2,11703,3,31795,-20092,2,0.27,0.0,0.73,-0.45999999999999996,2,SOLID RED,0.05,0.03,-0.02,R2R,Northeast,12089,61292,35172,13903,12217,66798,38439,14511,13848,68670,39763,14679,14228,46607,43501,0.76,0.651,52189.0,6333.0,610.89,16958.3,-10625.3,2,0.265,0.0256,0.7095,-0.4445,2,23902.19,0.348,28286.81,7496.004650000001,20069.491695,724.1423360000001,13829.00465,37027.791695,1335.0323360000002,-23199.0,Trump,Nassau
Okaloosa,23421,1209,70168,-46747,2,0.25,0.01,0.74,-0.49,2,23780,5182,71893,-48113,2,0.24,0.05,0.71,-0.47,2,22902,19,60924,-38022,2,0.27,0.0,0.73,-0.45999999999999996,2,SOLID RED,0.01,0.03,0.02,R2B,Northwest,12091,135678,78530,26353,30795,135563,78242,25630,31691,141848,81080,27865,32903,100855,83845,0.743,0.618,105393.0,13995.85,2130.77,33631.59,-19635.739999999998,2,0.2813,0.0428,0.6759,-0.39459999999999995,2,49758.20999999999,0.351,55634.79000000001,15650.066427000002,37603.554561000004,2381.1690120000003,29645.916427000004,71235.144561,4511.939012000001,-41589.0,Trump,Okaloosa
Okeechobee,4856,140,7328,-2472,2,0.39,0.01,0.59,-0.19999999999999996,2,3959,338,9356,-5397,2,0.29,0.02,0.69,-0.39999999999999997,2,3496,1,7727,-4231,2,0.31,0.0,0.69,-0.37999999999999995,2,SOLID RED,0.02,-0.18,-0.2,R2R,Southeast,12093,20008,8409,7675,3924,20552,9042,7304,4206,21443,10118,6847,4478,13653,11224,0.682,0.546,14624.0,2086.42,158.21,4029.82,-1943.4,2,0.3325,0.0252,0.6423,-0.30979999999999996,2,6274.45,0.293,8349.55,2776.225375,5362.915964999999,210.40865999999997,4862.645375,9392.735965,368.61866,-4530.0,Trump,Okeechobee
Orange,273665,4105,188589,85076,1,0.59,0.01,0.4,0.18999999999999995,1,329894,21165,195216,134678,1,0.6,0.04,0.36,0.24,1,294308,70,180763,113545,1,0.62,0.0,0.38,0.24,1,SOLID BLUE,0.0,0.05,0.05,B2B,East Central,12095,776488,213098,330890,232500,798373,211038,339550,247785,817281,211012,355330,250939,546275,475141,0.704,0.595,575366.0,191173.82,8461.14,80339.07,110834.75,1,0.6828,0.0302,0.287,0.3958,1,279974.03,0.343,295391.97,201693.63711599997,84777.49538999998,8920.837494,392867.457116,165116.56539,17381.977494,227751.0,Biden,Orange
Osceola,67239,867,40592,26647,1,0.62,0.01,0.37,0.25,1,85458,4447,50301,35157,1,0.61,0.03,0.36,0.25,1,67123,8,47898,19225,1,0.58,0.0,0.42,0.15999999999999998,1,SOLID BLUE,-0.09,-0.09,0.0,B2B,East Central,12097,196326,47090,85839,63397,218754,49522,93700,75532,224319,50999,95530,77790,140206,115029,0.714,0.526,160164.0,44356.16,1542.0200000000002,21630.97,22725.190000000002,1,0.6568,0.0228,0.3203,0.3365000000000001,1,67529.15000000001,0.301,92634.84999999999,60842.56948,29670.942454999993,2112.07458,105198.72948000001,51301.912455,3654.09458,53897.0,Biden,Osceola
Palm Beach,349651,3672,247398,102253,1,0.58,0.01,0.41,0.16999999999999998,1,374673,15257,272402,102271,1,0.57,0.02,0.41,0.15999999999999998,1,344008,36,244850,99158,1,0.58,0.0,0.42,0.15999999999999998,1,SOLID BLUE,0.0,-0.01,-0.01,B2R,Southeast,12099,901642,254919,384141,262582,933572,263835,394809,274928,987463,278689,419586,289188,662332,588894,0.735,0.631,725785.0,210020.45,5496.279999999999,127592.28,82428.17000000001,1,0.6121,0.016,0.3719,0.24019999999999997,1,343109.01,0.347,382675.99,234235.97347899998,142317.200681,6122.81584,444256.423479,269909.480681,11619.095839999998,174347.0,Biden,Palm Beach
Pasco,98263,2883,112427,-14164,2,0.46,0.01,0.53,-0.07,2,90142,8896,142101,-51959,2,0.37,0.04,0.59,-0.21999999999999997,2,89447,51,121212,-31765,2,0.42,0.0,0.58,-0.15999999999999998,2,SOLID RED,0.06,-0.09,-0.15,R2R,West Central,12101,336040,130782,107516,97742,351949,137323,109924,104702,375952,150141,114873,110938,241139,210710,0.718,0.599,269934.0,52069.97,3678.64,66315.09,-14245.119999999995,2,0.4266,0.0301,0.5433,-0.11670000000000003,2,122063.7,0.325,147870.3,63081.469979999994,80337.93398999999,4450.896029999999,115151.43998,146653.02399,8129.536029999999,-31502.0,Trump,Pasco
Pinellas,239104,5340,213258,25846,1,0.52,0.01,0.47,0.050000000000000044,1,233701,19501,239201,-5500,2,0.47,0.04,0.49,-0.020000000000000018,2,228712,127,205935,22777,1,0.53,0.0,0.47,0.06000000000000005,1,SWING,0.08,0.01,-0.07,R2R,West Central,12103,648791,231105,232610,185076,666876,235001,237943,193932,684298,238989,248376,196933,492403,434774,0.759,0.652,519382.0,120138.29,6908.250000000001,115831.98,4306.309999999998,1,0.4946,0.0284,0.4769,0.017699999999999994,1,242878.52,0.355,276503.48,136758.621208,131864.509612,7852.698832,256896.91120799998,247696.489612,14760.948832000002,9200.0,Biden,Pinellas
Polk,114622,2484,131577,-16955,2,0.46,0.01,0.53,-0.07,2,117433,9451,157430,-39997,2,0.41,0.03,0.55,-0.14000000000000007,2,105748,45,138751,-33003,2,0.43,0.0,0.57,-0.13999999999999996,2,SOLID RED,0.0,-0.07,-0.07,R2R,West Central,12105,407653,146376,149748,111529,417217,149130,147175,120912,450458,163593,156819,130046,284314,244544,0.697,0.586,313969.0,59164.28,3184.6499999999996,70014.16,-10849.880000000005,2,0.447,0.0241,0.529,-0.08200000000000002,2,132363.09,0.294,181605.91,81177.84177,96069.52639000001,4376.702431,140342.12177,166083.68639000002,7561.352430999999,-25742.0,Trump,Polk
Putnam,11667,331,19326,-7659,2,0.37,0.01,0.62,-0.25,2,10094,885,22138,-12044,2,0.3,0.03,0.67,-0.37000000000000005,2,9344,5,18689,-9345,2,0.33,0.0,0.67,-0.34,2,SOLID RED,0.03,-0.09,-0.12,R2R,Northeast,12107,47423,17890,20415,9118,47218,19156,18655,9407,49125,21651,17422,10052,33117,28038,0.698,0.594,34289.0,5595.13,420.65,10221.13,-4625.999999999999,2,0.3446,0.0259,0.6295,-0.28489999999999993,2,16236.909999999998,0.331,18052.090000000004,6220.7502140000015,11363.790655,467.5491310000001,11815.880214,21584.920655,888.1991310000001,-9769.0,Trump,Putnam
Santa Rosa,17768,892,58186,-40418,2,0.23,0.01,0.76,-0.53,2,18464,3942,65339,-46875,2,0.21,0.04,0.74,-0.53,2,19047,10,56374,-37327,2,0.25,0.0,0.75,-0.5,2,SOLID RED,0.03,0.03,0.0,R2B,Northwest,12109,130840,76273,26415,28152,132357,77689,25388,29280,138944,81504,26349,31091,87745,75431,0.671,0.57,93231.0,10579.58,1772.56,31837.08,-21257.5,2,0.2394,0.0401,0.7205,-0.4811,2,44189.22,0.318,49041.78,11740.602132,35334.60249,1966.5753779999998,22320.182132,67171.68249,3739.135378,-44852.0,Trump,Santa Rosa
Sarasota,95119,1857,110504,-15385,2,0.46,0.01,0.53,-0.07,2,97870,6755,124438,-26568,2,0.43,0.03,0.54,-0.11000000000000004,2,96973,35,113585,-16612,2,0.46,0.0,0.54,-0.08000000000000002,2,SOLID RED,0.03,-0.01,-0.04,R2R,West Central,12111,301926,129528,92654,79744,318384,135368,97827,85189,328276,138766,104142,85368,229063,210593,0.759,0.661,249161.0,54993.23,2791.3400000000006,57305.83,-2312.5999999999985,2,0.4778,0.0243,0.4979,-0.020100000000000007,2,115090.4,0.351,134070.6,64058.932680000005,66753.75174,3257.91558,119052.16268000001,124059.58174000001,6049.255580000001,-5007.0,Trump,Sarasota
Seminole,96445,2232,109943,-13498,2,0.46,0.01,0.53,-0.07,2,105914,9539,109443,-3529,2,0.47,0.04,0.49,-0.020000000000000018,2,101504,31,97457,4047,1,0.51,0.0,0.49,0.020000000000000018,1,SWING,0.04,0.09,0.05,R2B,East Central,12113,291964,111773,98117,82074,303668,111030,103816,88822,322451,113918,113038,95495,224896,198992,0.77,0.655,248287.0,58904.37,3048.8700000000003,53537.21,5367.1600000000035,1,0.51,0.0264,0.4636,0.0464,1,115490.45,0.358,132796.55,67726.2405,61564.480579999996,3505.8289199999995,126630.61050000001,115101.69058,6554.69892,11529.0,Biden,Seminole
St. Johns,35190,1092,78513,-43323,2,0.31,0.01,0.68,-0.37000000000000005,2,43099,4731,88684,-45585,2,0.32,0.03,0.65,-0.33,2,45638,12,85031,-39393,2,0.35,0.0,0.65,-0.30000000000000004,2,SOLID RED,0.03,0.07,0.04,R2B,Northeast,12115,173203,91710,40878,40615,187125,98416,44780,43929,199584,105523,49988,44073,136514,130681,0.788,0.698,157272.0,25254.64,1709.8200000000002,40044.24,-14789.599999999999,2,0.3769,0.0255,0.5976,-0.2207,2,67008.7,0.336,90263.3,34020.23777,53941.34808,2301.71415,59274.87777,93985.58808,4011.53415,-34711.0,Trump,St. Johns
St. Lucie,65869,956,56202,9667,1,0.54,0.01,0.46,0.08000000000000002,1,66881,3677,70289,-3408,2,0.47,0.03,0.5,-0.030000000000000027,2,63978,34,59612,4366,1,0.52,0.0,0.48,0.040000000000000036,1,SWING,0.07,-0.04,-0.11,R2R,Southeast,12117,194368,62548,78611,53209,203131,65836,80648,56647,212818,70218,84375,58225,140847,123624,0.725,0.609,154293.0,39460.31,1632.74,30535.21,8925.099999999999,1,0.5509,0.0228,0.4263,0.12459999999999993,1,71628.26,0.337,82664.74,45540.005266,35239.978662,1884.7560720000001,85000.31526599999,65775.188662,3517.496072,19225.0,Biden,St. Lucie
Sumter,19524,309,40646,-21122,2,0.32,0.01,0.67,-0.35000000000000003,2,22638,1297,52730,-30092,2,0.3,0.02,0.69,-0.38999999999999996,2,21678,3,52868,-31190,2,0.29,0.0,0.71,-0.42,2,SOLID RED,-0.03,-0.07,-0.04,R2R,East Central,12119,92153,48901,23527,19725,96497,52251,23991,20255,101276,57381,24024,19871,76665,74549,0.832,0.773,84262.0,13412.24,490.77000000000004,21977.37,-8565.13,2,0.3738,0.0137,0.6125,-0.23870000000000002,2,35880.38,0.354,48381.62,18085.049556,29633.742250000003,662.828194,31497.289556000003,51611.112250000006,1153.5981940000001,-20114.0,Trump,Sumter
Suwannee,4751,206,12672,-7921,2,0.27,0.01,0.72,-0.44999999999999996,2,3964,443,14287,-10323,2,0.21,0.02,0.76,-0.55,2,4044,2,11842,-7798,2,0.25,0.0,0.75,-0.5,2,SOLID RED,0.05,-0.05,-0.1,R2R,North Central,12121,26422,11354,10941,4127,25813,12086,9598,4129,26706,13733,8654,4319,18694,15888,0.708,0.616,18908.0,2150.53,175.96,5988.39,-3837.86,2,0.2586,0.0212,0.7202,-0.46159999999999995,2,8314.88,0.311,10593.12,2739.3808320000003,7629.165024,224.57414400000002,4889.9108320000005,13617.555024000001,400.534144,-8728.0,Trump,Suwannee
Taylor,2764,107,6249,-3485,2,0.3,0.01,0.69,-0.38999999999999996,2,2152,208,6930,-4778,2,0.23,0.02,0.75,-0.52,2,2263,0,5638,-3375,2,0.29,0.0,0.71,-0.42,2,SOLID RED,0.1,-0.03,-0.13,R2R,North Central,12123,12303,4198,6952,1153,12142,4596,6254,1292,12281,6055,4967,1259,9290,7901,0.755,0.651,9272.0,1257.17,99.67999999999999,3281.8,-2024.63,2,0.271,0.0215,0.7075,-0.4365,2,4638.650000000001,0.378,4633.349999999999,1255.6378499999998,3278.095125,99.61702499999998,2512.80785,6559.895125,199.29702499999996,-4047.0,Trump,Taylor
Union,1339,74,3980,-2641,2,0.25,0.01,0.74,-0.49,2,1014,112,4568,-3554,2,0.18,0.02,0.8,-0.6200000000000001,2,1197,0,3650,-2453,2,0.25,0.0,0.75,-0.5,2,SOLID RED,0.12,-0.01,-0.13,R2R,North Central,12125,7256,3002,3508,746,7396,3405,3220,771,7600,3963,2821,816,5694,4847,0.785,0.655,5966.0,566.26,49.67,2039.16,-1472.9,2,0.2133,0.0187,0.768,-0.5547,2,2655.09,0.349,3310.91,706.217103,2542.77888,61.914017,1272.477103,4581.93888,111.584017,-3309.0,Trump,Union
Volusia,114748,2298,117490,-2742,2,0.49,0.01,0.5,-0.010000000000000009,2,109091,8771,143007,-33916,2,0.42,0.03,0.55,-0.13000000000000006,2,102819,0,125762,-22943,2,0.45,0.0,0.55,-0.10000000000000003,2,SOLID RED,0.03,-0.09,-0.12,R2R,East Central,12127,363438,127839,128843,106756,382408,136309,130931,115168,379655,140740,127775,111140,260869,228581,0.718,0.598,272592.0,58367.99,2975.7999999999993,71056.59,-12688.599999999999,2,0.4408,0.0225,0.5367,-0.09589999999999993,2,132400.37999999998,0.349,140191.62000000002,61796.46609600001,75240.84245400001,3154.3114500000006,120164.45609600001,146297.432454,6130.11145,-26133.0,Trump,Volusia
Wakulla,5175,195,9290,-4115,2,0.35,0.01,0.63,-0.28,2,4348,491,10512,-6164,2,0.28,0.03,0.68,-0.4,2,4868,0,9322,-4454,2,0.34,0.0,0.66,-0.32,2,SOLID RED,0.08,-0.04,-0.12,R2R,North Central,12129,20045,7827,8835,3383,20810,8768,8378,3664,21967,10190,7826,3951,15351,14190,0.766,0.682,16827.0,2475.23,184.95,4819.63,-2344.4,2,0.3309,0.0247,0.6444,-0.31349999999999995,2,7479.81,0.341,9347.189999999999,3092.985171,6023.329235999999,230.87559299999995,5568.215171,10842.959235999999,415.8255929999999,-5275.0,Trump,Wakulla
Walton,6671,333,21490,-14819,2,0.23,0.01,0.75,-0.52,2,6876,1005,25756,-18880,2,0.2,0.03,0.77,-0.5700000000000001,2,7485,4,22776,-15291,2,0.25,0.0,0.75,-0.5,2,SOLID RED,0.07,0.02,-0.05,R2R,Northwest,12131,46645,27443,9794,9408,50263,30272,9730,10261,54690,33142,10305,11243,33637,30265,0.721,0.602,39431.0,4020.37,437.83,10409.26,-6388.89,2,0.2704,0.0294,0.7001,-0.42969999999999997,2,14867.460000000001,0.272,24563.54,6641.981215999999,17196.934354,722.168076,10662.351216,27606.194354,1159.998076,-16944.0,Trump,Walton
Washington,2820,141,8038,-5218,2,0.26,0.01,0.73,-0.47,2,2264,255,8637,-6373,2,0.2,0.02,0.77,-0.5700000000000001,2,1959,0,7101,-5142,2,0.22,0.0,0.78,-0.56,2,SOLID RED,0.01,-0.09,-0.1,R2R,Northwest,12133,15172,7554,5617,2001,15817,8242,5260,2315,16711,9111,4881,2719,11156,9060,0.735,0.573,12283.0,1319.37,79.07999999999998,3807.05,-2487.6800000000003,2,0.2535,0.0152,0.7314,-0.47790000000000005,2,5205.5,0.312,7077.5,1794.14625,5176.4835,107.578,3113.5162499999997,8983.533500000001,186.658,-5870.0,Trump,Washington
